dataTime,麥寮PT-85126,麥寮PT-85136,麥出PT-851126,彰入PT-M621,彰出PT-M622,大安溪PT-A451,中港溪PT-A441,鳳山溪PT-A461,桃入PT-A421,桃出PT-A422,桃機入PT-C2401,麥出FQ-85136,麥出FQ-85126,彰入FQ-M421,桃入FQ-A421,桃出FQ-A422,前段工況,後段工況
2021-06-24 14:25:23,8.451171875,8.439453125,8.60546875,7.8375000953674316,8.0500001907348633,BsonNull,BsonNull,BsonNull,8.0375003814697266,0.21250000596046448,0,-0.015625,0.0078125,11.25,0,0,3,2
2021-06-24 14:25:24,8.451171875,8.439453125,8.60546875,7.8375000953674316,8.0500001907348633,BsonNull,BsonNull,BsonNull,8.0375003814697266,0.21250000596046448,0,-0.015625,0.0078125,11.25,0,0,3,2
2021-06-24 14:25:25,8.451171875,8.439453125,8.60546875,7.8375000953674316,8.0500001907348633,BsonNull,BsonNull,BsonNull,8.0500001907348633,0.21250000596046448,0,-0.015625,0.0078125,11.25,0,0,3,2
2021-06-24 14:25:25,8.451171875,8.439453125,8.60546875,7.8375000953674316,8.0500001907348633,BsonNull,BsonNull,BsonNull,8.0500001907348633,0.21250000596046448,0,-0.015625,0.0078125,11.25,0,0,3,2
2021-06-24 14:25:26,8.451171875,8.439453125,8.60546875,7.8249998092651367,8.0375003814697266,BsonNull,BsonNull,BsonNull,8.0500001907348633,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:27,8.451171875,8.439453125,8.60546875,7.8000001907348633,8.0249996185302734,BsonNull,BsonNull,BsonNull,8.0500001907348633,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:28,8.451171875,8.439453125,8.60546875,7.8000001907348633,8.0249996185302734,BsonNull,BsonNull,BsonNull,8.0625,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:28,8.451171875,8.439453125,8.60546875,7.8000001907348633,8.0249996185302734,BsonNull,BsonNull,BsonNull,8.0625,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:29,8.451171875,8.439453125,8.60546875,7.7874999046325684,8.0124998092651367,BsonNull,BsonNull,BsonNull,8.0625,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:30,8.451171875,8.439453125,8.60546875,7.7874999046325684,8.0124998092651367,BsonNull,BsonNull,BsonNull,8.0625,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:31,8.451171875,8.439453125,8.60546875,7.7750000953674316,8,BsonNull,BsonNull,BsonNull,8.0749998092651367,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:31,8.451171875,8.439453125,8.60546875,7.7750000953674316,8,BsonNull,BsonNull,BsonNull,8.0749998092651367,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:32,8.451171875,8.439453125,8.60546875,7.7750000953674316,8,BsonNull,BsonNull,BsonNull,8.0749998092651367,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:33,8.451171875,8.439453125,8.60546875,7.7750000953674316,7.9875001907348633,BsonNull,BsonNull,BsonNull,8.0749998092651367,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:34,8.451171875,8.439453125,8.60546875,7.7750000953674316,7.9875001907348633,BsonNull,BsonNull,BsonNull,8.0749998092651367,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:34,8.451171875,8.439453125,8.60546875,7.7750000953674316,7.9875001907348633,BsonNull,BsonNull,BsonNull,8.0749998092651367,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:35,8.451171875,8.439453125,8.60546875,7.7624998092651367,7.9749999046325684,BsonNull,BsonNull,BsonNull,8.0874996185302734,0.21250000596046448,0,-0.015625,0.0078125,11.399999618530273,0,0,3,2
2021-06-24 14:25:36,8.037109375,8.015625,8.1796875,7.7624998092651367,7.9749999046325684,BsonNull,BsonNull,BsonNull,8.0874996185302734,0.21250000596046448,0,-0.015625,0,11.399999618530273,0,0,3,2
2021-06-24 14:25:37,8.037109375,8.015625,8.1796875,7.7624998092651367,7.9749999046325684,BsonNull,BsonNull,BsonNull,8.0874996185302734,0.21250000596046448,0,-0.015625,0,11.399999618530273,0,0,3,2
